Customer_Number,Division
336433172,Jewelry Division
336488010,Housewares Division
336488010,Health Products Division
336488010,Garden Division
336494067,Health Products Division
336494067,Jewelry Division
336555503,Health Products Division
336590104,Health Products Division
336592233,Health Products Division
336596721,Health Products Division
336634019,Health Products Division
336634019,Personal Electronics Division
336634019,Novelty Gift Division
336634019,Jewelry Division
336664230,Health Products Division
336664230,Jewelry Division
336676135,Housewares Division
336676135,Health Products Division
336676135,Jewelry Division
336682349,Housewares Division
336682349,Health Products Division
336682349,Personal Electronics Division
336688072,Housewares Division
336688072,Health Products Division
336694971,Health Products Division
336698923,Health Products Division
336723275,Health Products Division
336723275,Garden Division
336727136,Housewares Division
336727136,Health Products Division
336727136,Computers Division
336727136,Garden Division
336762109,Health Products Division
336800834,Health Products Division
336800834,Personal Electronics Division
336800834,Jewelry Division
336828454,Health Products Division
336828454,Automotive Division
336828454,Personal Electronics Division
336828454,Novelty Gift Division
336828454,Jewelry Division
336845169,Health Products Division
336845169,Jewelry Division
336849005,Health Products Division
336872106,Health Products Division
336900865,Health Products Division
336919287,Housewares Division
336919287,Health Products Division
336919287,Jewelry Division
336929070,Health Products Division
336929070,Jewelry Division
336938634,Health Products Division
336945910,Housewares Division
336945910,Health Products Division
336945910,Automotive Division
336945910,Personal Electronics Division
336945910,Novelty Gift Division
336962097,Health Products Division
336962097,Personal Electronics Division
337026132,Health Products Division
337053664,Health Products Division
337053664,Garden Division
337055610,Clothing Division
337055610,Health Products Division
337059539,Housewares Division
337059539,Health Products Division
337090955,Housewares Division
337090955,Health Products Division
337099246,Health Products Division
337099246,Personal Electronics Division
337099246,Jewelry Division
337104566,Housewares Division
337104566,Health Products Division
337112106,Housewares Division
337112106,Health Products Division
337112106,Personal Electronics Division
337152342,Health Products Division
337163356,Health Products Division
337163356,Personal Electronics Division
337163356,Jewelry Division
337192454,Housewares Division
337192454,Health Products Division
337203210,Health Products Division
337203210,Automotive Division
337203210,Garden Division
337206486,Housewares Division
337206486,Health Products Division
337206486,Personal Electronics Division
337206486,Jewelry Division
337221527,Health Products Division
337223853,Health Products Division
337243653,Clothing Division
337243653,Housewares Division
337243653,Health Products Division
337243653,Personal Electronics Division
337243653,Jewelry Division
337267868,Health Products Division
337267868,Personal Electronics Division
337267868,Garden Division
337267868,Novelty Gift Division
337274948,Health Products Division
337274948,Personal Electronics Division
337274948,Garden Division
337274948,Novelty Gift Division
337292882,Health Products Division
337292882,Jewelry Division
337310965,Health Products Division
337310965,Personal Electronics Division
337323687,Health Products Division
337323687,Automotive Division
337377519,Health Products Division
337377519,Personal Electronics Division
337377519,Jewelry Division
337401095,Health Products Division
337401095,Garden Division
337401095,Jewelry Division
337407837,Health Products Division
337407837,Personal Electronics Division
337407837,Novelty Gift Division
337417117,Health Products Division
337420939,Housewares Division
337420939,Health Products Division
337420939,Novelty Gift Division
